a1,e1,k1,a2,e2,k2,a3,e3,k3,k4,Class
0.006600265,0.031257054,-0.069571462,0.006653229,0.031720569,-0.069442165,0.503116403,1.570796327,0.480056334,0.526176472,Healthy
0.006136832,0.032058861,-0.0741331,0.00613753,0.032068822,-0.074133592,0.522264269,1.570796327,0.498326568,0.54620197,Healthy
0.006386955,0.03195842,-0.072636281,0.006405919,0.032125769,-0.072581665,0.509317939,1.570796327,0.485973626,0.532662252,Healthy
0.006354944,0.031319532,-0.071543882,0.006429164,0.031934925,-0.07126452,0.500700883,1.570796327,0.477751528,0.523650238,Healthy
0.006351182,0.032930291,-0.073033944,0.006396464,0.03336792,-0.072963841,0.538677421,1.570796327,0.513987432,0.56336741,Healthy
0.006397431,0.03181058,-0.071974914,0.00659729,0.033663709,-0.071561905,0.506997754,1.570796327,0.483759786,0.530235723,Healthy
0.006325158,0.032264652,-0.072184281,0.006347739,0.032505174,-0.072188757,0.516814189,1.570796327,0.493126289,0.540502089,Healthy
0.006242696,0.033637574,-0.072965604,0.006328958,0.034532967,-0.072885302,0.538735782,1.570796327,0.514043118,0.563428446,Healthy
0.006600396,0.035699315,-0.066754317,0.006617972,0.035881849,-0.066735577,0.579989658,1.570796327,0.553406145,0.606573171,Healthy
0.006079621,0.032770822,-0.07564679,0.006088543,0.032861005,-0.07564038,0.526481148,1.570796327,0.502350168,0.550612127,Healthy
0.006451282,0.034280556,-0.069466432,0.006610182,0.035827172,-0.069144029,0.554542914,1.570796327,0.529125739,0.579960089,Healthy
0.006758036,0.031290046,-0.064542315,0.006806033,0.031675026,-0.064379622,0.504893241,1.570796327,0.481751731,0.52803475,Healthy
0.00639329,0.03213326,-0.069811379,0.006455439,0.032695771,-0.069690625,0.515669091,1.570796327,0.492033676,0.539304506,Healthy
0.006639751,0.030121657,-0.065853381,0.006736707,0.030910781,-0.065580835,0.48818058,1.570796327,0.465805086,0.510556073,Healthy
0.006526585,0.034815869,-0.068677879,0.006556523,0.035134603,-0.06869046,0.566196333,1.570796327,0.54024503,0.592147637,Healthy
0.0069751,0.028643655,-0.059679646,0.00700729,0.028898608,-0.059614381,0.475427428,1.570796327,0.453636468,0.497218388,Healthy
0.006243497,0.031697201,-0.072751929,0.00625282,0.031780943,-0.072726469,0.517868645,1.570796327,0.494132415,0.541604876,Healthy
0.006708083,0.030345182,-0.066549674,0.006766978,0.030809057,-0.066337262,0.486728879,1.570796327,0.464419923,0.509037835,Healthy
0.006475045,0.036406832,-0.067918279,0.006564962,0.037428498,-0.067943679,0.590365802,1.570796327,0.563306704,0.6174249,Healthy
0.006481665,0.029204391,-0.068044382,0.006497345,0.029319697,-0.067969325,0.480539034,1.570796327,0.458513786,0.502564281,Healthy
0.006235496,0.032370128,-0.071525842,0.006384593,0.033790148,-0.071222134,0.527035973,1.570796327,0.502879564,0.551192383,Healthy
0.006924326,0.029115332,-0.063295858,0.007004661,0.029745619,-0.063103707,0.47870129,1.570796327,0.456760274,0.500642305,Healthy
0.006405764,0.031151965,-0.071678196,0.006578176,0.032682314,-0.071268626,0.502652353,1.570796327,0.479613554,0.525691153,Healthy
0.006863627,0.027931742,-0.062272904,0.006887379,0.028131262,-0.062247019,0.461335798,1.570796327,0.44019072,0.482480876,Healthy
0.006512282,0.029779503,-0.068904352,0.006533398,0.029927398,-0.068797221,0.485934146,1.570796327,0.463661617,0.508206676,Healthy
0.006817105,0.027697446,-0.06268342,0.006831166,0.027780496,-0.062601183,0.479225093,1.570796327,0.45726007,0.501190117,Healthy
0.006339199,0.030857514,-0.07187646,0.006354154,0.03098524,-0.071821481,0.504766686,1.570796327,0.481630977,0.527902395,Healthy
0.006856104,0.028778596,-0.062980668,0.006931315,0.029315325,-0.062677626,0.479974926,1.570796327,0.457975534,0.501974318,Healthy
0.006427622,0.035793271,-0.069827949,0.006478264,0.036358051,-0.069814933,0.578173376,1.570796327,0.551673111,0.604673641,Healthy
0.006743518,0.028095763,-0.065736658,0.006748792,0.02812806,-0.06569704,0.4675896,1.570796327,0.446157883,0.489021317,Healthy
0.012068819,0.33185332,-0.160004926,0.012075518,0.332165262,-0.160006819,0.597169228,1.570796327,0.569798299,0.624540158,25% Defective
0.011604153,0.312981572,-0.157633608,0.011606697,0.313100844,-0.15763737,0.587107096,1.570796327,0.560197359,0.614016834,25% Defective
0.012749552,0.318905785,-0.154324822,0.012769815,0.319382375,-0.154233467,0.559585953,1.570796327,0.533937632,0.585234273,25% Defective
0.01168889,0.376963701,-0.169575456,0.01170259,0.377433485,-0.169525726,0.656857173,1.570796327,0.626750478,0.686963867,25% Defective
0.011335517,0.331529351,-0.165794083,0.011350522,0.332028964,-0.165737414,0.605969008,1.570796327,0.578194745,0.633743271,25% Defective
0.011272634,0.367403351,-0.17041918,0.011283914,0.367858324,-0.170389447,0.664663633,1.570796327,0.634199133,0.695128132,25% Defective
0.011448327,0.34334927,-0.166946149,0.011464718,0.343913292,-0.166894081,0.616496496,1.570796327,0.588239712,0.644753281,25% Defective
