a1,e1,k1,a2,e2,k2,a3,e3,k3,k4,Class
0.003489563,0.02875945,-0.094742259,0.003515889,0.029200524,-0.094734785,0.503116405,1.570796327,0.476968744,0.529264065,Healthy
0.003238602,0.029487617,-0.098474284,0.003239281,0.029497331,-0.098465173,0.522264279,1.570796327,0.495121477,0.549407081,Healthy
0.003441159,0.029572381,-0.095411836,0.003449381,0.029731414,-0.095445868,0.509317941,1.570796327,0.482847978,0.535787904,Healthy
0.003406244,0.028956063,-0.095084651,0.003441738,0.029542972,-0.09505589,0.500700886,1.570796327,0.474678763,0.526723009,Healthy
0.003413998,0.030384579,-0.095764998,0.003438182,0.030818423,-0.095790099,0.538677423,1.570796327,0.510681607,0.566673239,Healthy
0.003415137,0.029380125,-0.095803814,0.003518109,0.031175183,-0.095809757,0.506997758,1.570796327,0.480648378,0.533347138,Healthy
0.003380599,0.02975661,-0.095719717,0.003394287,0.029996738,-0.095715728,0.516814192,1.570796327,0.489954638,0.543673746,Healthy
0.003368033,0.031175006,-0.095632226,0.003419031,0.032061698,-0.095556735,0.538735784,1.570796327,0.510736935,0.566734634,Healthy
0.003500825,0.03283147,-0.092150236,0.003510801,0.033015142,-0.092151353,0.579989658,1.570796327,0.549846788,0.610132529,Healthy
0.003281043,0.030305258,-0.097516194,0.003286543,0.030398954,-0.097513331,0.526481154,1.570796327,0.499119194,0.553843113,Healthy
0.003394547,0.031455829,-0.094994995,0.003474128,0.032967284,-0.095094274,0.554542917,1.570796327,0.525722548,0.583363285,Healthy
0.003561038,0.028630513,-0.090783305,0.003583665,0.029007329,-0.090806762,0.504893241,1.570796327,0.478653236,0.531133246,Healthy
0.003352949,0.029484023,-0.095636058,0.003383831,0.030028356,-0.095673005,0.515669095,1.570796327,0.488869054,0.542469136,Healthy
0.003459473,0.027439784,-0.092744225,0.003507797,0.028217173,-0.092765001,0.488180581,1.570796327,0.462809156,0.513552006,Healthy
0.003383124,0.031853605,-0.095864152,0.003401648,0.032173766,-0.095842427,0.566196336,1.570796327,0.536770324,0.595622349,Healthy
0.003554663,0.025957294,-0.090058664,0.003571496,0.026209231,-0.090057212,0.475427429,1.570796327,0.450718803,0.500136055,Healthy
0.003312401,0.029141984,-0.096761557,0.003317779,0.029225753,-0.096744797,0.51786865,1.570796327,0.490954295,0.544783006,Healthy
0.003519673,0.027767256,-0.092833787,0.003547347,0.028218664,-0.092846375,0.48672888,1.570796327,0.461432902,0.512024858,Healthy
0.003390933,0.033509637,-0.094571604,0.003449463,0.034529674,-0.0943913,0.590365804,1.570796327,0.55968367,0.621047937,Healthy
0.003296148,0.026445882,-0.096750571,0.003303689,0.026553911,-0.096717967,0.480539041,1.570796327,0.455564758,0.505513325,Healthy
