a1,e1,k1,a2,e2,k2,a3,e3,k3,k4,Class
0.025251076,0.208217594,-0.949497848,0.025255114,0.208250031,-0.949489771,0.667969551,1.570796327,0.656397781,0.67954132,Healthy
0.025278867,0.194204809,-0.949442267,0.025295137,0.194326562,-0.949409726,0.622348811,1.570796327,0.611567366,0.633130256,Healthy
0.025012229,0.208415219,-0.949975541,0.02503509,0.208600816,-0.94992982,0.674823107,1.570796327,0.663132608,0.686513606,Healthy
0.025704995,0.204133183,-0.948590009,0.025705093,0.204133934,-0.948589815,0.643601686,1.570796327,0.63245206,0.654751311,Healthy
0.025141046,0.20364164,-0.949717908,0.025149263,0.203706483,-0.949701474,0.656074932,1.570796327,0.644709223,0.667440642,Healthy
0.024326474,0.21135433,-0.951347052,0.024340337,0.211471775,-0.951319325,0.703137593,1.570796327,0.690956579,0.715318606,Healthy
0.025218767,0.21725247,-0.949562466,0.025230849,0.217353862,-0.949538301,0.697823563,1.570796327,0.685734609,0.709912518,Healthy
0.025152153,0.244102665,-0.949695695,0.025187331,0.244435252,-0.949625338,0.78609037,1.570796327,0.7724723,0.799708441,Healthy
0.025680909,0.222579733,-0.948638182,0.025691226,0.222666789,-0.948617549,0.702401762,1.570796327,0.690233496,0.714570028,Healthy
0.024788118,0.21095934,-0.950423765,0.024800569,0.211062609,-0.950398863,0.689078242,1.570796327,0.67714079,0.701015695,Healthy
0.025763225,0.214701968,-0.94847355,0.025772064,0.214773683,-0.948455871,0.675433829,1.570796327,0.663732749,0.687134908,Healthy
0.025002305,0.205459836,-0.94999539,0.025053309,0.205868195,-0.949893383,0.6655112,1.570796327,0.653982019,0.677040382,Healthy
0.025924702,0.206318477,-0.948150596,0.025941486,0.206448495,-0.948117027,0.645124076,1.570796327,0.633948077,0.656300075,Healthy
0.026776483,0.203974354,-0.946447034,0.026783966,0.204029786,-0.946432068,0.618045556,1.570796327,0.60733866,0.628752452,Healthy
0.025374456,0.218334456,-0.949251088,0.025375371,0.218342124,-0.949249258,0.697107166,1.570796327,0.685030622,0.709183709,Healthy
0.02467133,0.221053918,-0.950657339,0.024683383,0.221159179,-0.950633233,0.725382534,1.570796327,0.712816154,0.737948914,Healthy
0.026281519,0.210359551,-0.947436961,0.026288892,0.210416968,-0.947422216,0.649067115,1.570796327,0.637822807,0.660311422,Healthy
0.02486549,0.242093274,-0.950269019,0.024867113,0.242108672,-0.950265774,0.788376038,1.570796327,0.774718371,0.802033705,Healthy
0.025593315,0.212338703,-0.94881337,0.025608935,0.212464891,-0.94878213,0.672316854,1.570796327,0.660669773,0.683963935,Healthy
0.024665028,0.221577487,-0.950669944,0.024714959,0.222014672,-0.950570083,0.72728165,1.570796327,0.714682369,0.73988093,Healthy
0.026423711,0.212320631,-0.947152579,0.026457882,0.212587741,-0.947084237,0.651687785,1.570796327,0.640398078,0.662977493,Healthy
0.025263793,0.220820417,-0.949472415,0.025268615,0.220861478,-0.949462769,0.708052506,1.570796327,0.695786347,0.720318664,Healthy
0.026554214,0.222038501,-0.946891571,0.02655916,0.222078723,-0.946881681,0.678256864,1.570796327,0.66650688,0.690006849,Healthy
0.025622315,0.246555934,-0.94875537,0.025703109,0.247312882,-0.948593782,0.779796599,1.570796327,0.76628756,0.793305637,Healthy
0.026375814,0.208072488,-0.947248371,0.026378501,0.208093104,-0.947242999,0.639777028,1.570796327,0.62869366,0.650860396,Healthy
0.025311689,0.238041591,-0.949376621,0.025324568,0.23815956,-0.949350864,0.761864603,1.570796327,0.748666214,0.775062991,Healthy
0.026937605,0.204164426,-0.94612479,0.026972877,0.204424346,-0.946054247,0.615023052,1.570796327,0.604368517,0.625677587,Healthy
0.025967216,0.214380523,-0.948065569,0.025968465,0.21439056,-0.948063071,0.66926449,1.570796327,0.657670287,0.680858693,Healthy
0.026178706,0.213571162,-0.947642589,0.026215985,0.21386711,-0.947568029,0.661494842,1.570796327,0.650035239,0.672954445,Healthy
0.025858545,0.224023472,-0.94828291,0.025866781,0.224092928,-0.948266438,0.702229206,1.570796327,0.690063929,0.714394483,Healthy
0.087630613,0.706212934,-0.824738775,0.087651336,0.706363896,-0.824697329,0.697460328,1.570796327,0.685377666,0.709542989,25% Defective
0.078600707,1.35724213,-0.842798587,0.078602557,1.357271356,-0.842794886,1.479767217,1.570796327,1.454132029,1.505402405,25% Defective
0.084570568,0.817805718,-0.830858865,0.084573443,0.817830955,-0.830853114,0.834096735,1.570796327,0.819647012,0.848546459,25% Defective
0.07851435,1.454506828,-0.8429713,0.078515899,1.454533078,-0.842968202,1.587407923,1.570796327,1.559907989,1.614907857,25% Defective
0.078301724,0.938126866,-0.843396551,0.078320472,0.938332399,-0.843359055,1.026388713,1.570796327,1.008607763,1.044169664,25% Defective
0.077570643,1.076778022,-0.844858714,0.077609279,1.077269223,-0.844781441,1.188245207,1.570796327,1.167660287,1.208830126,25% Defective
0.084099945,0.751139405,-0.83180011,0.084118042,0.751286192,-0.831763916,0.769993651,1.570796327,0.756654437,0.783332865,25% Defective
0.081611097,0.973749132,-0.836777805,0.081618023,0.973824421,-0.836763954,1.025844736,1.570796327,1.008073209,1.043616263,25% Defective
0.086232501,0.769926397,-0.827534998,0.086234048,0.769938904,-0.827531904,0.771530173,1.570796327,0.758164341,0.784896006,25% Defective
0.091753523,0.787248624,-0.816492954,0.091789905,0.787529231,-0.816420191,0.745926153,1.570796327,0.733003879,0.758848427,25% Defective
0.078482164,1.407232204,-0.843035671,0.078496884,1.407473646,-0.843006233,1.536389899,1.570796327,1.509773791,1.563006007,25% Defective
0.089855534,0.667523815,-0.820288932,0.08986242,0.667569914,-0.820275161,0.644498627,1.570796327,0.633333463,0.655663791,25% Defective
0.078637098,1.095631382,-0.842725804,0.078651255,1.095811795,-0.842697489,1.194033906,1.570796327,1.173348704,1.214719107,25% Defective
0.08729087,0.791472856,-0.825418261,0.087336743,0.791848988,-0.825326515,0.784413762,1.570796327,0.770824737,0.798002788,25% Defective
0.082236312,1.458932253,-0.835527377,0.082259327,1.459303965,-0.835481346,1.526339091,1.570796327,1.499897101,1.552781081,25% Defective
0.086765941,0.776226883,-0.826468118,0.086778295,0.776326901,-0.82644341,0.773513136,1.570796327,0.760112951,0.786913321,25% Defective
0.083571294,1.515527129,-0.832857413,0.083581984,1.515703317,-0.832836031,1.562493793,1.570796327,1.535425467,1.58956212,25% Defective
0.087029532,0.782487146,-0.825940936,0.087036797,0.78254624,-0.825926405,0.777614282,1.570796327,0.76414305,0.791085515,25% Defective
0.075667359,0.968375215,-0.848665282,0.075672485,0.968435446,-0.84865503,1.093244235,1.570796327,1.074305093,1.112183377,25% Defective
0.081250435,0.815179873,-0.83749913,0.081297927,0.815614191,-0.837404147,0.862265486,1.570796327,0.847327773,0.877203199,25% Defective
0.079016608,1.106717368,-0.841966785,0.079025269,1.106828272,-0.841949462,1.200817316,1.570796327,1.1800146,1.221620033,25% Defective
0.081549925,0.782193233,-0.836900149,0.081557146,0.782256343,-0.836885708,0.824603794,1.570796327,0.810318524,0.838889063,25% Defective
0.078488819,1.071709062,-0.843022362,0.078497782,1.071821029,-0.843004435,1.169981234,1.570796327,1.149712716,1.190249752,25% Defective
0.081217772,0.877637108,-0.837564456,0.081227332,0.877731278,-0.837545336,0.92867064,1.570796327,0.912582538,0.944758743,25% Defective
0.076819935,1.697896951,-0.84636013,0.076832953,1.698160725,-0.846334094,1.890433349,1.570796327,1.857683863,1.923182834,25% Defective
0.085857103,0.763619411,-0.828285793,0.085860688,0.763648297,-0.828278624,0.768240208,1.570796327,0.75493137,0.781549046,25% Defective
