a1,e1,k1,a2,e2,k2,a3,e3,k3,k4,Class
0.007133023,0.038091146,-0.051918746,0.007157913,0.038369958,-0.051932,0.667967242,1.570796327,0.637351324,0.698583161,Healthy
0.00746099,0.03387057,-0.046556735,0.007508927,0.034268422,-0.046436575,0.622346706,1.570796327,0.593821781,0.650871632,Healthy
0.006999712,0.037633591,-0.053072889,0.007069556,0.038295191,-0.052817076,0.674820481,1.570796327,0.643890449,0.705750514,Healthy
0.00740997,0.036859234,-0.049261659,0.007411551,0.036879516,-0.049260457,0.643599941,1.570796327,0.614100885,0.673098997,Healthy
0.007209064,0.036800792,-0.05091409,0.007237101,0.037097259,-0.05089254,0.656072532,1.570796327,0.626001801,0.686143262,Healthy
0.006557398,0.039326477,-0.058957111,0.006598343,0.039714988,-0.058761796,0.703133615,1.570796327,0.670905865,0.735361365,Healthy
0.006869416,0.04017911,-0.056698775,0.00690316,0.040570055,-0.056658185,0.69782112,1.570796327,0.665836865,0.729805375,Healthy
0.006283846,0.045217558,-0.065161629,0.006386265,0.046503154,-0.064902563,0.786087553,1.570796327,0.750057654,0.822117452,Healthy
0.006988997,0.041597814,-0.057186585,0.007011669,0.041858611,-0.057179335,0.702399843,1.570796327,0.670205725,0.734593962,Healthy
0.006666724,0.040479661,-0.059670889,0.006702182,0.040839321,-0.059527326,0.6890752,1.570796327,0.65749181,0.72065859,Healthy
0.006894158,0.039316034,-0.058339017,0.006912263,0.039515911,-0.058321445,0.675432062,1.570796327,0.644473998,0.706390127,Healthy
0.006855555,0.039475526,-0.056281185,0.006989746,0.040850558,-0.055916482,0.665508636,1.570796327,0.635005406,0.696011865,Healthy
0.00712749,0.037429252,-0.054658758,0.007191316,0.038063952,-0.054516338,0.645122537,1.570796327,0.615553693,0.67469138,Healthy
0.00802152,0.036368398,-0.04523127,0.008043702,0.036571014,-0.045209904,0.618044621,1.570796327,0.589716879,0.646372362,Healthy
0.006758416,0.040302682,-0.059417212,0.006762073,0.040350159,-0.059419755,0.697104908,1.570796327,0.66515348,0.729056336,Healthy
0.006319919,0.042877704,-0.064367278,0.006342831,0.043164915,-0.064335159,0.725379123,1.570796327,0.692131762,0.758626484,Healthy
0.00714986,0.039675636,-0.057778865,0.007168941,0.039868519,-0.057725261,0.649065831,1.570796327,0.619316249,0.678815414,Healthy
0.006337662,0.046481606,-0.064504853,0.006342957,0.046539653,-0.064473995,0.78837268,1.570796327,0.752238043,0.824507316,Healthy
0.006904639,0.038971384,-0.057748366,0.00696549,0.039565171,-0.057549466,0.672314934,1.570796327,0.641499742,0.703130127,Healthy
0.00656407,0.042932372,-0.060164643,0.006710996,0.044638378,-0.059736697,0.727278287,1.570796327,0.693943879,0.760612695,Healthy
0.007320893,0.038319278,-0.05511356,0.007417437,0.039333494,-0.055014132,0.651686609,1.570796327,0.621816905,0.681556313,Healthy
0.006705819,0.042067514,-0.061406859,0.006725564,0.042270551,-0.061323629,0.708050077,1.570796327,0.675596983,0.74050317,Healthy
0.006940997,0.040729713,-0.060992237,0.006955983,0.040905801,-0.060994722,0.678255705,1.570796327,0.647168221,0.70934319,Healthy
0.006341295,0.04657613,-0.0673623,0.006490102,0.048652505,-0.067261573,0.779794482,1.570796327,0.744053023,0.815535942,Healthy
0.00753932,0.036190666,-0.050687676,0.007552169,0.036320031,-0.050646557,0.639775822,1.570796327,0.610452043,0.669099602,Healthy
0.006408483,0.043927874,-0.064163796,0.006438113,0.04430378,-0.064120009,0.761862067,1.570796327,0.72694253,0.796781604,Healthy
0.007874637,0.036824144,-0.047863255,0.007986792,0.037714365,-0.047408948,0.615022212,1.570796327,0.586833,0.643211423,Healthy
0.007105006,0.0382561,-0.056859985,0.007123646,0.038407409,-0.056751263,0.669262916,1.570796327,0.638587611,0.699938221,Healthy
0.006968201,0.03852583,-0.058179705,0.007080032,0.039646423,-0.057886598,0.661493481,1.570796327,0.631174284,0.691812678,Healthy
