a1,e1,k1,a2,e2,k2,a3,e3,k3,k4,Class
0.011753939,0.041004052,-0.196593703,0.011815733,0.041241628,-0.195819176,0.667967242,1.570796327,0.647924419,0.688010066,Healthy
0.012229006,0.036972373,-0.188020699,0.012321013,0.037292428,-0.186938552,0.622346706,1.570796327,0.603672759,0.641020654,Healthy
0.011691312,0.040791695,-0.195744529,0.011823498,0.041355771,-0.194199382,0.674820481,1.570796327,0.654572022,0.695068941,Healthy
0.012121619,0.03991142,-0.19355867,0.012124801,0.039928155,-0.19352336,0.643599941,1.570796327,0.624288275,0.662911606,Healthy
0.012067206,0.040043867,-0.190719308,0.012133149,0.040304471,-0.189927807,0.656072532,1.570796327,0.636386618,0.675758446,Healthy
0.011437042,0.04286768,-0.196350047,0.011511052,0.043176538,-0.195443244,0.703133615,1.570796327,0.6820356,0.72423163,Healthy
0.011699139,0.043461733,-0.197821572,0.011775724,0.04380471,-0.196924245,0.69782112,1.570796327,0.67688251,0.71875973,Healthy
0.010855317,0.048329767,-0.210932295,0.011068988,0.049419504,-0.208390776,0.786087553,1.570796327,0.762500447,0.809674658,Healthy
0.011903312,0.044667917,-0.197790394,0.01195836,0.044896157,-0.197149135,0.702399843,1.570796327,0.681323846,0.723475841,Healthy
0.011524054,0.043530134,-0.198827396,0.011597474,0.043854534,-0.197950317,0.6890752,1.570796327,0.668399018,0.709751382,Healthy
0.011789911,0.042341674,-0.199528062,0.011829055,0.042508085,-0.199090369,0.675432062,1.570796327,0.655165252,0.695698873,Healthy
0.011575236,0.042772864,-0.199815181,0.011847685,0.043931847,-0.196602679,0.665508636,1.570796327,0.645539585,0.685477687,Healthy
0.012010356,0.040683267,-0.19709348,0.012131303,0.041169587,-0.195694866,0.645122537,1.570796327,0.625765185,0.664479889,Healthy
0.013071988,0.039370579,-0.185700466,0.01311929,0.039536553,-0.185172114,0.618044621,1.570796327,0.59949976,0.636589481,Healthy
0.011593347,0.043199277,-0.200208047,0.011601124,0.043233064,-0.200114817,0.697104908,1.570796327,0.676187789,0.718022027,Healthy
0.010905809,0.045522883,-0.208360481,0.010957479,0.045776784,-0.207759545,0.725379123,1.570796327,0.703613616,0.74714463,Healthy
0.012461461,0.043229918,-0.193879218,0.012498312,0.043387721,-0.19347661,0.649065831,1.570796327,0.629590158,0.668541505,Healthy
0.010925286,0.049261866,-0.208891086,0.010934202,0.049309899,-0.208786234,0.78837268,1.570796327,0.764717007,0.812028352,Healthy
0.011842128,0.04216015,-0.197795733,0.011962202,0.042643415,-0.196363883,0.672314934,1.570796327,0.652141656,0.692488213,Healthy
0.011221502,0.046055456,-0.203309904,0.011528895,0.04752519,-0.199606577,0.727278287,1.570796327,0.705455795,0.74910078,Healthy
0.012453517,0.040959175,-0.192727081,0.012681794,0.04185305,-0.190149421,0.651686609,1.570796327,0.632132297,0.67124092,Healthy
0.011708741,0.044897059,-0.198562632,0.011749526,0.045076978,-0.198070168,0.708050077,1.570796327,0.68680454,0.729295613,Healthy
0.012000118,0.043581231,-0.201187923,0.01203768,0.043735406,-0.200756138,0.678255705,1.570796327,0.65790417,0.698607241,Healthy
0.011200152,0.049834378,-0.209075956,0.01157375,0.051766911,-0.204840473,0.779794482,1.570796327,0.756396205,0.80319276,Healthy
0.012579137,0.038870016,-0.189418106,0.012604261,0.038987768,-0.189148746,0.639775822,1.570796327,0.620578902,0.658972742,Healthy
0.011216958,0.047552299,-0.20630612,0.011285041,0.047888095,-0.205514059,0.761862067,1.570796327,0.739001864,0.78472227,Healthy
0.012997539,0.040065784,-0.188432818,0.013200304,0.040835773,-0.186235804,0.615022212,1.570796327,0.596568041,0.633476383,Healthy
0.012405494,0.041524597,-0.190563302,0.012435591,0.041639203,-0.190195108,0.669262916,1.570796327,0.649181215,0.689344617,Healthy
0.011868892,0.041506031,-0.200475465,0.012094521,0.042446902,-0.197926275,0.661493481,1.570796327,0.641644908,0.681342055,Healthy
