a1,e1,k1,a2,e2,k2,a3,e3,k3,k4,Class
0.003118285,0.040448835,-0.104098877,0.003124848,0.040581914,-0.104037813,0.800911039,1.570796327,0.759286577,0.842535502,Healthy
0.003980449,0.042333723,-0.093140904,0.004019119,0.043032726,-0.092905295,0.709901317,1.570796327,0.673006756,0.746795877,Healthy
0.003170893,0.041548994,-0.103652247,0.003196281,0.042075039,-0.103375087,0.770971219,1.570796327,0.73090277,0.811039667,Healthy
0.003217014,0.041621604,-0.103416189,0.003240533,0.042077444,-0.103181103,0.782170241,1.570796327,0.741519764,0.822820718,Healthy
0.00338928,0.041848389,-0.101025776,0.003417129,0.0423432,-0.100731344,0.761448791,1.570796327,0.721875236,0.801022346,Healthy
0.00414169,0.041074936,-0.090722604,0.004156844,0.041356602,-0.090654677,0.678076508,1.570796327,0.642835927,0.713317089,Healthy
0.003161963,0.040736079,-0.1040113,0.003169836,0.040877084,-0.103929813,0.775533029,1.570796327,0.735227497,0.815838561,Healthy
0.003090209,0.041728582,-0.105412375,0.003110008,0.042110483,-0.105140999,0.772318389,1.570796327,0.732179927,0.812456852,Healthy
0.002982131,0.041074582,-0.107729185,0.002996477,0.041359388,-0.107567403,0.779001827,1.570796327,0.738516016,0.819487637,Healthy
0.005611685,0.041660062,-0.07523007,0.00563169,0.041908224,-0.075095358,0.598047804,1.570796327,0.566966426,0.629129182,Healthy
0.003120972,0.041919992,-0.104894113,0.003129275,0.042069873,-0.104781566,0.763238857,1.570796327,0.72357227,0.802905444,Healthy
0.004831273,0.0413179,-0.084622415,0.004842137,0.041476344,-0.084573085,0.638439179,1.570796327,0.605258606,0.671619753,Healthy
0.00369768,0.041509413,-0.096135401,0.003712761,0.041768158,-0.095990819,0.71736019,1.570796327,0.680077981,0.754642398,Healthy
0.00326239,0.042024669,-0.105157488,0.003266186,0.042114489,-0.105135194,0.788910474,1.570796327,0.747909698,0.829911251,Healthy
0.003259069,0.043806293,-0.102759536,0.003311599,0.0448355,-0.102165874,0.826960819,1.570796327,0.783982513,0.869939125,Healthy
